"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3894","insurance landing page visual snapshot @visual","chromium","Sun May 03 05:33:37 UTC 2026","passed","Sun May 03 05:33:41 UTC 2026","","insurance-visual.spec.ts","",""
