"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5271","insurance page has no WCAG A/AA axe violations @a11y","chromium","Sun May 03 22:37:04 UTC 2026","failed","Sun May 03 22:37:09 UTC 2026","","insurance-accessibility.spec.ts","",""
