"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3222","insurance page key elements are present @smoke","chromium","Sun May 03 22:35:32 UTC 2026","passed","Sun May 03 22:35:36 UTC 2026","","insurance-elements.spec.ts","",""
